PID,Age,Gender,Filename,Question,Scale,Rating,Reason
10,72,female,processed_1_clip8_pid_10_age_72_female.csv,raising alertness – sleep-inducing,1-7,6.0,It raised my alertness rather than sleep-inducing.
10,72,female,processed_1_clip8_pid_10_age_72_female.csv,How changeable is the situation?,1-7,5.0,The situation was changeable and required quick adaptation.
10,72,female,processed_1_clip8_pid_10_age_72_female.csv,How complicated is the situation?,1-7,6.0,The scenario was quite complicated with multiple moving parts.
10,72,female,processed_1_clip8_pid_10_age_72_female.csv,How many variables are changing?,1-7,6.0,"Several variables were changing at once, increasing complexity."
10,72,female,processed_1_clip8_pid_10_age_72_female.csv,How aroused are you?,1-7,5.0,I felt moderate arousal from the hazard.
10,72,female,processed_1_clip8_pid_10_age_72_female.csv,How much are you concentrating?,1-7,6.0,I concentrated on the road and vehicle actions throughout.
10,72,female,processed_1_clip8_pid_10_age_72_female.csv,How much is your attention divided?,1-7,3.0,"My attention was mainly focused, with only minor divisions between cues."
10,72,female,processed_1_clip8_pid_10_age_72_female.csv,How much mental capacity do you have to spare?,1-7,4.0,I had some mental capacity to spare for other thoughts.
10,72,female,processed_1_clip8_pid_10_age_72_female.csv,How much information have you gained?,1-7,5.0,I gained information about system behavior in a hazardous moment.
10,72,female,processed_1_clip8_pid_10_age_72_female.csv,How good is the information you have gained?,1-7,5.0,The information I gained was good and relevant for assessing safety.
10,72,female,processed_1_clip8_pid_10_age_72_female.csv,How familiar are you with the situation?,1-7,3.0,I am not very familiar with how this system handles such scenarios.
11,61,male,processed_1_clip8_pid_11_age_61_male.csv,How mentally demanding was the task?,1-20,13.0,There was a sudden hazard requiring close monitoring.
11,61,male,processed_1_clip8_pid_11_age_61_male.csv,anxious – relaxed,-3..3,-2.0,I felt anxious due to the sudden braking and risk of collision.
11,61,male,processed_1_clip8_pid_11_age_61_male.csv,agitated – calm,-3..3,-1.0,The braking jolt left me momentarily agitated.
11,61,male,processed_1_clip8_pid_11_age_61_male.csv,unsafe – safe,-3..3,-2.0,"There was a near miss with the van, making me feel unsafe."
11,61,male,processed_1_clip8_pid_11_age_61_male.csv,timid – confident,-3..3,-1.0,I felt slightly timid about the car's next move.
11,61,male,processed_1_clip8_pid_11_age_61_male.csv,I trust the highly automated vehicle.,1-5,3.0,I trust the automated vehicle to handle emergencies.
11,61,male,processed_1_clip8_pid_11_age_61_male.csv,I can rely on the highly automated vehicle.,1-5,3.0,I could rely on the car to brake effectively when needed.
11,61,male,processed_1_clip8_pid_11_age_61_male.csv,The system state was always clear to me.,1-5,3.0,The system state seemed reasonably clear most of the time.
11,61,male,processed_1_clip8_pid_11_age_61_male.csv,The system reacts unpredictably.,1-5,2.0,The braking was abrupt but not unpredictable.
11,61,male,processed_1_clip8_pid_11_age_61_male.csv,I was able to understand why things happened.,1-5,4.0,I understood the cause of the near miss.
11,61,male,processed_1_clip8_pid_11_age_61_male.csv,It’s difficult to identify what the system will do next.,1-5,4.0,The next action was not completely predictable.
11,61,male,processed_1_clip8_pid_11_age_61_male.csv,useful – useless,1-7,6.0,The automation was very useful in preventing a crash.
11,61,male,processed_1_clip8_pid_11_age_61_male.csv,pleasant – unpleasant,1-7,3.0,The overall experience was somewhat unpleasant.
11,61,male,processed_1_clip8_pid_11_age_61_male.csv,bad – good,1-7,5.0,The outcome felt more good than bad given the avoidance of a crash.
11,61,male,processed_1_clip8_pid_11_age_61_male.csv,nice – annoying,1-7,4.0,The response felt relatively nice under the stress.
11,61,male,processed_1_clip8_pid_11_age_61_male.csv,effective – superfluous,1-7,6.0,The system was effective at preventing any contact.
11,61,male,processed_1_clip8_pid_11_age_61_male.csv,irritating – likeable,1-7,5.0,The assistive behavior was fairly likeable despite the jolting.
11,61,male,processed_1_clip8_pid_11_age_61_male.csv,assisting – worthless,1-7,6.0,The assistive features were clearly assisting.
11,61,male,processed_1_clip8_pid_11_age_61_male.csv,undesirable – desirable,1-7,6.0,The outcome was desirable rather than undesirable.
11,61,male,processed_1_clip8_pid_11_age_61_male.csv,raising alertness – sleep-inducing,1-7,5.0,The event raised alertness rather than sleepiness.
11,61,male,processed_1_clip8_pid_11_age_61_male.csv,How changeable is the situation?,1-7,5.0,The situation was moderately changeable.
11,61,male,processed_1_clip8_pid_11_age_61_male.csv,How complicated is the situation?,1-7,6.0,The situation was quite complicated with several moving parts.
11,61,male,processed_1_clip8_pid_11_age_61_male.csv,How many variables are changing?,1-7,5.0,"Many variables were changing, making it dynamic."
11,61,male,processed_1_clip8_pid_11_age_61_male.csv,How aroused are you?,1-7,5.0,I felt quite aroused and alert by the near miss.
11,61,male,processed_1_clip8_pid_11_age_61_male.csv,How much are you concentrating?,1-7,6.0,I was concentrating intensely on the road.
11,61,male,processed_1_clip8_pid_11_age_61_male.csv,How much is your attention divided?,1-7,2.0,My attention was focused on driving with little distraction.
11,61,male,processed_1_clip8_pid_11_age_61_male.csv,How much mental capacity do you have to spare?,1-7,3.0,I had some spare mental capacity to process the events.
11,61,male,processed_1_clip8_pid_11_age_61_male.csv,How much information have you gained?,1-7,4.0,I gained substantial information from the unfolding events.
11,61,male,processed_1_clip8_pid_11_age_61_male.csv,How good is the information you have gained?,1-7,4.0,The information I gained was reasonably good.
11,61,male,processed_1_clip8_pid_11_age_61_male.csv,How familiar are you with the situation?,1-7,3.0,I am somewhat familiar with this kind of system.
12,31,female,processed_1_clip8_pid_12_age_31_female.csv,How mentally demanding was the task?,1-20,12.0,Moderate mental effort due to sudden hazard
12,31,female,processed_1_clip8_pid_12_age_31_female.csv,anxious – relaxed,-3..3,2.0,Slightly anxious from near-miss
12,31,female,processed_1_clip8_pid_12_age_31_female.csv,agitated – calm,-3..3,1.0,Mildly agitated by abrupt braking
12,31,female,processed_1_clip8_pid_12_age_31_female.csv,unsafe – safe,-3..3,-2.0,Perceived unsafe due to lane intrusion
12,31,female,processed_1_clip8_pid_12_age_31_female.csv,timid – confident,-3..3,1.0,Somewhat confident in safety automation
12,31,female,processed_1_clip8_pid_12_age_31_female.csv,I trust the highly automated vehicle.,1-5,4.0,I trust the automated system to handle hazards
12,31,female,processed_1_clip8_pid_12_age_31_female.csv,I can rely on the highly automated vehicle.,1-5,4.0,I can rely on the automated system to respond
12,31,female,processed_1_clip8_pid_12_age_31_female.csv,The system state was always clear to me.,1-5,3.0,System status seemed mostly clear
12,31,female,processed_1_clip8_pid_12_age_31_female.csv,The system reacts unpredictably.,1-5,2.0,System reactions were largely predictable
12,31,female,processed_1_clip8_pid_12_age_31_female.csv,I was able to understand why things happened.,1-5,4.0,I understood why the braking occurred
12,31,female,processed_1_clip8_pid_12_age_31_female.csv,It’s difficult to identify what the system will do next.,1-5,4.0,Hard to predict what will happen next
12,31,female,processed_1_clip8_pid_12_age_31_female.csv,useful – useless,1-7,6.0,Automation was useful to manage the risk
12,31,female,processed_1_clip8_pid_12_age_31_female.csv,pleasant – unpleasant,1-7,2.0,Experience was unpleasant due to near-collision
12,31,female,processed_1_clip8_pid_12_age_31_female.csv,bad – good,1-7,3.0,The situation felt bad although the outcome was safe
12,31,female,processed_1_clip8_pid_12_age_31_female.csv,nice – annoying,1-7,4.0,The event was annoying and tense
12,31,female,processed_1_clip8_pid_12_age_31_female.csv,effective – superfluous,1-7,6.0,The system was effective at stopping
12,31,female,processed_1_clip8_pid_12_age_31_female.csv,irritating – likeable,1-7,3.0,Somewhat irritating but acceptable
12,31,female,processed_1_clip8_pid_12_age_31_female.csv,assisting – worthless,1-7,6.0,Assisting rather than worthless in this scenario
12,31,female,processed_1_clip8_pid_12_age_31_female.csv,undesirable – desirable,1-7,6.0,Desirable for safety improvements
12,31,female,processed_1_clip8_pid_12_age_31_female.csv,raising alertness – sleep-inducing,1-7,6.0,Raising alertness rather than sleep-inducing
12,31,female,processed_1_clip8_pid_12_age_31_female.csv,How changeable is the situation?,1-7,5.0,Situation is changeable due to vehicle actions
12,31,female,processed_1_clip8_pid_12_age_31_female.csv,How complicated is the situation?,1-7,5.0,Situation is fairly complicated
12,31,female,processed_1_clip8_pid_12_age_31_female.csv,How many variables are changing?,1-7,5.0,Several changing variables are involved
12,31,female,processed_1_clip8_pid_12_age_31_female.csv,How aroused are you?,1-7,5.0,Arousal level increased due to hazard
12,31,female,processed_1_clip8_pid_12_age_31_female.csv,How much are you concentrating?,1-7,6.0,Concentration was high during the event
12,31,female,processed_1_clip8_pid_12_age_31_female.csv,How much is your attention divided?,1-7,4.0,Attention was partly divided among multiple cues
12,31,female,processed_1_clip8_pid_12_age_31_female.csv,How much mental capacity do you have to spare?,1-7,3.0,Some mental capacity left to spare
12,31,female,processed_1_clip8_pid_12_age_31_female.csv,How much information have you gained?,1-7,5.0,Gained information about others' actions
12,31,female,processed_1_clip8_pid_12_age_31_female.csv,How good is the information you have gained?,1-7,5.0,The information gained was good and actionable
12,31,female,processed_1_clip8_pid_12_age_31_female.csv,How familiar are you with the situation?,1-7,2.0,Unfamiliar layout and context of this intersection
13,51,male,processed_1_clip8_pid_13_age_51_male.csv,How mentally demanding was the task?,1-20,14.0,Multiple hazards required sustained attention and quick judgment.
13,51,male,processed_1_clip8_pid_13_age_51_male.csv,anxious – relaxed,-3..3,1.0,I felt slightly more relaxed than anxious during the maneuver.
13,51,male,processed_1_clip8_pid_13_age_51_male.csv,agitated – calm,-3..3,1.0,Overall I remained fairly calm despite the sudden braking.
13,51,male,processed_1_clip8_pid_13_age_51_male.csv,unsafe – safe,-3..3,-1.0,There was a brief unsafe moment when the van cut into our lane.
13,51,male,processed_1_clip8_pid_13_age_51_male.csv,timid – confident,-3..3,1.0,I felt slightly confident about the situation.
13,51,male,processed_1_clip8_pid_13_age_51_male.csv,I trust the highly automated vehicle.,1-5,4.0,I trust the automated system to respond appropriately.
13,51,male,processed_1_clip8_pid_13_age_51_male.csv,I can rely on the highly automated vehicle.,1-5,4.0,I can rely on the vehicle to brake and avoid a collision.
13,51,male,processed_1_clip8_pid_13_age_51_male.csv,The system state was always clear to me.,1-5,3.0,The system state was reasonably clear most of the time.
13,51,male,processed_1_clip8_pid_13_age_51_male.csv,The system reacts unpredictably.,1-5,2.0,There was little unpredictability in the system's responses.
13,51,male,processed_1_clip8_pid_13_age_51_male.csv,I was able to understand why things happened.,1-5,4.0,I understood why the delay and braking occurred.
13,51,male,processed_1_clip8_pid_13_age_51_male.csv,It’s difficult to identify what the system will do next.,1-5,3.0,It's moderately difficult to anticipate the system's next move.
13,51,male,processed_1_clip8_pid_13_age_51_male.csv,useful – useless,1-7,6.0,The automation was very useful in preventing a collision.
13,51,male,processed_1_clip8_pid_13_age_51_male.csv,pleasant – unpleasant,1-7,3.0,The experience was somewhat unpleasant due to tension.
13,51,male,processed_1_clip8_pid_13_age_51_male.csv,bad – good,1-7,2.0,The incident felt bad due to risk and disruption.
13,51,male,processed_1_clip8_pid_13_age_51_male.csv,nice – annoying,1-7,3.0,The experience was moderately annoying.
13,51,male,processed_1_clip8_pid_13_age_51_male.csv,effective – superfluous,1-7,6.0,The system proved effective in preventing contact.
13,51,male,processed_1_clip8_pid_13_age_51_male.csv,irritating – likeable,1-7,5.0,The automation was reassuring and likeable.
13,51,male,processed_1_clip8_pid_13_age_51_male.csv,assisting – worthless,1-7,6.0,The automated assistant was clearly assisting.
13,51,male,processed_1_clip8_pid_13_age_51_male.csv,undesirable – desirable,1-7,6.0,Desirable to have automated assistance in a conflict.
13,51,male,processed_1_clip8_pid_13_age_51_male.csv,raising alertness – sleep-inducing,1-7,6.0,The event heightened alertness rather than sleepiness.
13,51,male,processed_1_clip8_pid_13_age_51_male.csv,How changeable is the situation?,1-7,5.0,The situation was highly changeable.
13,51,male,processed_1_clip8_pid_13_age_51_male.csv,How complicated is the situation?,1-7,5.0,It was fairly complicated with multiple variables.
13,51,male,processed_1_clip8_pid_13_age_51_male.csv,How many variables are changing?,1-7,5.0,Several variables were changing simultaneously.
13,51,male,processed_1_clip8_pid_13_age_51_male.csv,How aroused are you?,1-7,5.0,I was quite aroused by the sudden event.
13,51,male,processed_1_clip8_pid_13_age_51_male.csv,How much are you concentrating?,1-7,6.0,I was concentrating intensely on the road and system.
13,51,male,processed_1_clip8_pid_13_age_51_male.csv,How much is your attention divided?,1-7,3.0,My attention was somewhat divided between the road and monitoring the car.
13,51,male,processed_1_clip8_pid_13_age_51_male.csv,How much mental capacity do you have to spare?,1-7,4.0,I had some mental capacity to spare for processing the situation.
13,51,male,processed_1_clip8_pid_13_age_51_male.csv,How much information have you gained?,1-7,4.0,I gained a moderate amount of information from cues.
13,51,male,processed_1_clip8_pid_13_age_51_male.csv,How good is the information you have gained?,1-7,5.0,The information I had was good and actionable.
13,51,male,processed_1_clip8_pid_13_age_51_male.csv,How familiar are you with the situation?,1-7,2.0,I am not very familiar with this exact scenario.
14,28,male,processed_1_clip8_pid_14_age_28_male.csv,How mentally demanding was the task?,1-20,12.0,Moderate mental workload due to multiple hazards.
14,28,male,processed_1_clip8_pid_14_age_28_male.csv,anxious – relaxed,-3..3,2.0,Some worry from the near-miss.
14,28,male,processed_1_clip8_pid_14_age_28_male.csv,agitated – calm,-3..3,1.0,Mostly calm despite the abrupt stop.
14,28,male,processed_1_clip8_pid_14_age_28_male.csv,unsafe – safe,-3..3,-2.0,There was a near-collision risk from the van cutting in.
14,28,male,processed_1_clip8_pid_14_age_28_male.csv,timid – confident,-3..3,1.0,I feel cautiously confident in the car's braking.
14,28,male,processed_1_clip8_pid_14_age_28_male.csv,I trust the highly automated vehicle.,1-5,4.0,Fairly high trust due to effective braking.
14,28,male,processed_1_clip8_pid_14_age_28_male.csv,I can rely on the highly automated vehicle.,1-5,4.0,Vehicle responded appropriately in a threat.
14,28,male,processed_1_clip8_pid_14_age_28_male.csv,The system state was always clear to me.,1-5,3.0,"Mostly clear, but the sudden stop briefly reduced clarity."
14,28,male,processed_1_clip8_pid_14_age_28_male.csv,The system reacts unpredictably.,1-5,2.0,Not unpredictable; the braking matched the hazard.
14,28,male,processed_1_clip8_pid_14_age_28_male.csv,I was able to understand why things happened.,1-5,4.0,"Clear cause: van merged into our lane, forcing hard brake."
14,28,male,processed_1_clip8_pid_14_age_28_male.csv,It’s difficult to identify what the system will do next.,1-5,3.0,Somewhat hard to predict next move in a dynamic intersection.
14,28,male,processed_1_clip8_pid_14_age_28_male.csv,useful – useless,1-7,7.0,Very useful for safety.
14,28,male,processed_1_clip8_pid_14_age_28_male.csv,pleasant – unpleasant,1-7,3.0,Unpleasant due to abrupt stop.
14,28,male,processed_1_clip8_pid_14_age_28_male.csv,bad – good,1-7,2.0,Overall negative experience due to near-miss.
14,28,male,processed_1_clip8_pid_14_age_28_male.csv,nice – annoying,1-7,2.0,Annoying disruption during ride.
14,28,male,processed_1_clip8_pid_14_age_28_male.csv,effective – superfluous,1-7,6.0,Very effective at mitigating risk.
14,28,male,processed_1_clip8_pid_14_age_28_male.csv,irritating – likeable,1-7,3.0,"Slightly irritating due to abruptness, but tolerable."
14,28,male,processed_1_clip8_pid_14_age_28_male.csv,assisting – worthless,1-7,6.0,Assistive braking helped keep us safe.
14,28,male,processed_1_clip8_pid_14_age_28_male.csv,undesirable – desirable,1-7,6.0,Desirable to have reliable safety features.
14,28,male,processed_1_clip8_pid_14_age_28_male.csv,raising alertness – sleep-inducing,1-7,6.0,"Significantly increases vigilance, not sleepy."
14,28,male,processed_1_clip8_pid_14_age_28_male.csv,How changeable is the situation?,1-7,6.0,The situation changed quickly due to a sudden lane cut.
14,28,male,processed_1_clip8_pid_14_age_28_male.csv,How complicated is the situation?,1-7,5.0,Multiple factors and conflicting movements.
14,28,male,processed_1_clip8_pid_14_age_28_male.csv,How many variables are changing?,1-7,5.0,"Several changing elements: cyclist, van, guardrail, intersection."
14,28,male,processed_1_clip8_pid_14_age_28_male.csv,How aroused are you?,1-7,5.0,Heightened arousal from near-miss.
14,28,male,processed_1_clip8_pid_14_age_28_male.csv,How much are you concentrating?,1-7,6.0,High concentration to monitor threats.
14,28,male,processed_1_clip8_pid_14_age_28_male.csv,How much is your attention divided?,1-7,4.0,"Attention shared between road, potential hazards; moderate split."
14,28,male,processed_1_clip8_pid_14_age_28_male.csv,How much mental capacity do you have to spare?,1-7,5.0,Some spare mental capacity due to automation.
14,28,male,processed_1_clip8_pid_14_age_28_male.csv,How much information have you gained?,1-7,4.0,Gained awareness of vehicle response and hazard dynamics.
14,28,male,processed_1_clip8_pid_14_age_28_male.csv,How good is the information you have gained?,1-7,5.0,"The information gained was good, but not exhaustive."
14,28,male,processed_1_clip8_pid_14_age_28_male.csv,How familiar are you with the situation?,1-7,3.0,Not very familiar with autonomous car behavior in such near-miss.
15,53,male,processed_1_clip8_pid_15_age_53_male.csv,How mentally demanding was the task?,1-20,16.0,High mental workload monitoring multiple hazards.
15,53,male,processed_1_clip8_pid_15_age_53_male.csv,anxious – relaxed,-3..3,-1.0,Slight anxiety from the near-miss.
15,53,male,processed_1_clip8_pid_15_age_53_male.csv,agitated – calm,-3..3,-1.0,Moderately agitated by sudden braking.
15,53,male,processed_1_clip8_pid_15_age_53_male.csv,unsafe – safe,-3..3,-1.0,Perceived risk remained despite the stop.
15,53,male,processed_1_clip8_pid_15_age_53_male.csv,timid – confident,-3..3,-1.0,Apprehension about how automation would handle surprises.
15,53,male,processed_1_clip8_pid_15_age_53_male.csv,I trust the highly automated vehicle.,1-5,3.0,Moderate trust in automation after the controlled stop.
15,53,male,processed_1_clip8_pid_15_age_53_male.csv,I can rely on the highly automated vehicle.,1-5,3.0,Reliance is moderate; system performed but isn't flawless.
15,53,male,processed_1_clip8_pid_15_age_53_male.csv,The system state was always clear to me.,1-5,2.0,System state was not always clearly communicated.
15,53,male,processed_1_clip8_pid_15_age_53_male.csv,The system reacts unpredictably.,1-5,2.0,Reactions were mostly predictable; no major surprises.
15,53,male,processed_1_clip8_pid_15_age_53_male.csv,I was able to understand why things happened.,1-5,4.0,Could understand why braking occurred.
15,53,male,processed_1_clip8_pid_15_age_53_male.csv,It’s difficult to identify what the system will do next.,1-5,3.0,Next moves were somewhat hard to predict.
15,53,male,processed_1_clip8_pid_15_age_53_male.csv,useful – useless,1-7,6.0,Automated braking a highly useful safety aid.
15,53,male,processed_1_clip8_pid_15_age_53_male.csv,pleasant – unpleasant,1-7,2.0,Overall experience was unpleasant.
15,53,male,processed_1_clip8_pid_15_age_53_male.csv,bad – good,1-7,2.0,Experience was not great; safer but still concerning.
15,53,male,processed_1_clip8_pid_15_age_53_male.csv,nice – annoying,1-7,2.0,Jolt and traffic disruption were annoying.
15,53,male,processed_1_clip8_pid_15_age_53_male.csv,effective – superfluous,1-7,6.0,System actions were effective at preventing collision.
15,53,male,processed_1_clip8_pid_15_age_53_male.csv,irritating – likeable,1-7,4.0,Stressful but tolerable; not overtly irritating.
15,53,male,processed_1_clip8_pid_15_age_53_male.csv,assisting – worthless,1-7,6.0,Assisting feature helped manage the hazard.
15,53,male,processed_1_clip8_pid_15_age_53_male.csv,undesirable – desirable,1-7,6.0,Desirable safety feature; risk was reduced.
15,53,male,processed_1_clip8_pid_15_age_53_male.csv,raising alertness – sleep-inducing,1-7,6.0,Raising alertness due to sudden event.
15,53,male,processed_1_clip8_pid_15_age_53_male.csv,How changeable is the situation?,1-7,6.0,Situation highly changeable with moving vehicles.
15,53,male,processed_1_clip8_pid_15_age_53_male.csv,How complicated is the situation?,1-7,6.0,Quite complicated with many factors.
15,53,male,processed_1_clip8_pid_15_age_53_male.csv,How many variables are changing?,1-7,5.0,"Several changing variables (pedestrian, cyclist, van, etc.)."
15,53,male,processed_1_clip8_pid_15_age_53_male.csv,How aroused are you?,1-7,5.0,Arousal elevated by abrupt event.
15,53,male,processed_1_clip8_pid_15_age_53_male.csv,How much are you concentrating?,1-7,6.0,High concentration required.
15,53,male,processed_1_clip8_pid_15_age_53_male.csv,How much is your attention divided?,1-7,3.0,Attention not completely divided; some monitoring.
15,53,male,processed_1_clip8_pid_15_age_53_male.csv,How much mental capacity do you have to spare?,1-7,3.0,Limited spare mental capacity due to focus.
15,53,male,processed_1_clip8_pid_15_age_53_male.csv,How much information have you gained?,1-7,5.0,Gained substantial information about behavior.
15,53,male,processed_1_clip8_pid_15_age_53_male.csv,How good is the information you have gained?,1-7,5.0,Information quality was adequate.
15,53,male,processed_1_clip8_pid_15_age_53_male.csv,How familiar are you with the situation?,1-7,3.0,Situation was somewhat unfamiliar.
16,40,female,processed_1_clip8_pid_16_age_40_female.csv,How mentally demanding was the task?,1-20,16.0,Sustained attention and quick decisions needed due to slowing traffic and the hazard.
16,40,female,processed_1_clip8_pid_16_age_40_female.csv,anxious – relaxed,-3..3,-2.0,I feel anxious and tense as the approaching hazard develops.
16,40,female,processed_1_clip8_pid_16_age_40_female.csv,agitated – calm,-3..3,-1.0,I was slightly agitated but tried to stay composed.
16,40,female,processed_1_clip8_pid_16_age_40_female.csv,unsafe – safe,-3..3,-3.0,"The van encroached into our lane, making the situation unsafe."
16,40,female,processed_1_clip8_pid_16_age_40_female.csv,timid – confident,-3..3,-2.0,I felt timid about what would happen next and doubted the car's handling.
16,40,female,processed_1_clip8_pid_16_age_40_female.csv,I trust the highly automated vehicle.,1-5,3.0,I somewhat trust the automated system to manage hazards.
16,40,female,processed_1_clip8_pid_16_age_40_female.csv,I can rely on the highly automated vehicle.,1-5,3.0,I can rely on the system to brake if needed.
16,40,female,processed_1_clip8_pid_16_age_40_female.csv,The system state was always clear to me.,1-5,2.0,The system state was fairly clear most of the time.
16,40,female,processed_1_clip8_pid_16_age_40_female.csv,The system reacts unpredictably.,1-5,2.0,The system reactions were somewhat unpredictable given the other car's move.
16,40,female,processed_1_clip8_pid_16_age_40_female.csv,I was able to understand why things happened.,1-5,4.0,I understood that another vehicle caused the conflict.
16,40,female,processed_1_clip8_pid_16_age_40_female.csv,It’s difficult to identify what the system will do next.,1-5,4.0,It's hard to predict what the system will do next in this complex scene.
16,40,female,processed_1_clip8_pid_16_age_40_female.csv,useful – useless,1-7,6.0,The automation is useful in supporting braking and hazard avoidance.
16,40,female,processed_1_clip8_pid_16_age_40_female.csv,pleasant – unpleasant,1-7,2.0,"Overall, the experience was unpleasant."
16,40,female,processed_1_clip8_pid_16_age_40_female.csv,bad – good,1-7,2.0,Not ideal but tolerable.
16,40,female,processed_1_clip8_pid_16_age_40_female.csv,nice – annoying,1-7,3.0,The process was annoying but manageable.
16,40,female,processed_1_clip8_pid_16_age_40_female.csv,effective – superfluous,1-7,6.0,The system seemed effective in preventing a collision.
16,40,female,processed_1_clip8_pid_16_age_40_female.csv,irritating – likeable,1-7,4.0,I found the automation reassuring rather than irritating.
16,40,female,processed_1_clip8_pid_16_age_40_female.csv,assisting – worthless,1-7,6.0,The automation is assisting and clearly not worthless.
16,40,female,processed_1_clip8_pid_16_age_40_female.csv,undesirable – desirable,1-7,6.0,Desirability of automation is high due to reduced manual workload.
16,40,female,processed_1_clip8_pid_16_age_40_female.csv,raising alertness – sleep-inducing,1-7,6.0,The event raised my alertness and focus.
16,40,female,processed_1_clip8_pid_16_age_40_female.csv,How changeable is the situation?,1-7,6.0,The situation is highly changeable with other drivers' actions.
16,40,female,processed_1_clip8_pid_16_age_40_female.csv,How complicated is the situation?,1-7,6.0,The scenario is very complicated with several moving parts.
16,40,female,processed_1_clip8_pid_16_age_40_female.csv,How many variables are changing?,1-7,6.0,Many variables are changing simultaneously.
16,40,female,processed_1_clip8_pid_16_age_40_female.csv,How aroused are you?,1-7,5.0,I feel a moderate level of arousal due to the risk.
16,40,female,processed_1_clip8_pid_16_age_40_female.csv,How much are you concentrating?,1-7,6.0,I am concentrating intensely on the road and the surrounding traffic.
16,40,female,processed_1_clip8_pid_16_age_40_female.csv,How much is your attention divided?,1-7,3.0,My attention was somewhat divided by multiple cues.
16,40,female,processed_1_clip8_pid_16_age_40_female.csv,How much mental capacity do you have to spare?,1-7,2.0,I have little spare mental capacity left to monitor additional details.
16,40,female,processed_1_clip8_pid_16_age_40_female.csv,How much information have you gained?,1-7,4.0,I gained useful information about the car's responses.
16,40,female,processed_1_clip8_pid_16_age_40_female.csv,How good is the information you have gained?,1-7,5.0,The information I gained was good and helpful.
16,40,female,processed_1_clip8_pid_16_age_40_female.csv,How familiar are you with the situation?,1-7,3.0,I am not fully familiar with this exact scenario.
17,18,female,processed_1_clip8_pid_17_age_18_female.csv,How mentally demanding was the task?,1-20,14.0,Need to monitor multiple hazards and predict others' actions.
17,18,female,processed_1_clip8_pid_17_age_18_female.csv,anxious – relaxed,-3..3,2.0,I felt some anxiety but remained mostly steady.
17,18,female,processed_1_clip8_pid_17_age_18_female.csv,agitated – calm,-3..3,1.0,"A calm, controlled response despite the scare."
17,18,female,processed_1_clip8_pid_17_age_18_female.csv,unsafe – safe,-3..3,-1.0,Past near-miss left me feeling slightly unsafe.
17,18,female,processed_1_clip8_pid_17_age_18_female.csv,timid – confident,-3..3,1.0,Still somewhat confident in the vehicle's handling.
17,18,female,processed_1_clip8_pid_17_age_18_female.csv,I trust the highly automated vehicle.,1-5,4.0,I trust the automation to manage risks.
